[3.978426,2.533825,0.109032,0.011693,0.011781,0.082279,0.000000,0.000000,0.024263,0.059706,0.062972,0.000000,0.000001,0.044811,0.044708,0.049963,0.082839,0.000000,0.000000,0.000000,0.000000,0.158071,0.158079,0.033362,0.032982,0.271036,0.000000,0.123089,0.015401,0.125007,0.265271,0.261337,0.000000,0.000000,0.018686,0.000000,0.223046,0.246924,0.048450,0.054352,0.040042,0.030655,0.163068,0.217002,0.082117,0.057934,0.115459,0.161430,0.103787,0.098513,0.009767,0.011258,0.034017,0.038703,0.000127]
[4.004246,2.585105,0.109535,0.011932,0.012016,0.082155,0.000000,0.000000,0.024295,0.059931,0.063135,0.000000,0.000000,0.044632,0.044527,0.049003,0.083830,0.000000,0.000000,0.000000,0.000000,0.158789,0.158797,0.033114,0.032736,0.289839,0.000000,0.124677,0.015497,0.125203,0.280876,0.276174,0.000000,0.000000,0.018412,0.000000,0.222647,0.246391,0.048931,0.054919,0.039697,0.030290,0.172325,0.237651,0.083672,0.058163,0.117001,0.162398,0.104248,0.098866,0.009819,0.011320,0.034019,0.038685,0.000127]
[4.053467,2.640698,0.070824,0.012269,0.012348,0.082005,0.000000,0.000000,0.024320,0.060147,0.063276,0.000000,0.000000,0.043740,0.043633,0.047766,0.085098,0.000000,0.000000,0.000000,0.000000,0.159604,0.159611,0.032968,0.032591,0.302192,0.000000,0.127173,0.015656,0.125414,0.293266,0.288806,0.000000,0.000000,0.018113,0.000000,0.222160,0.245786,0.049484,0.055573,0.039301,0.029916,0.183054,0.250840,0.086200,0.058463,0.117973,0.163127,0.104823,0.099332,0.009873,0.011385,0.033999,0.038638,0.000076]
[4.066627,2.660726,0.058990,0.012703,0.012778,0.081812,0.000000,0.000000,0.024340,0.060292,0.063351,0.000000,0.000000,0.042191,0.042082,0.046271,0.086603,0.000000,0.000000,0.000000,0.000000,0.160472,0.160477,0.033071,0.032695,0.309995,0.000000,0.128440,0.015813,0.125423,0.306600,0.302041,0.000000,0.000000,0.017788,0.000000,0.220531,0.243502,0.050139,0.056613,0.038873,0.029448,0.193103,0.260900,0.089800,0.058876,0.118799,0.163677,0.105411,0.099817,0.009927,0.011454,0.033949,0.038559,0.000040]
[4.081946,2.715596,0.047028,0.013552,0.013612,0.081475,0.000000,0.000000,0.024387,0.060443,0.063411,0.000000,0.000000,0.040940,0.040831,0.045863,0.087095,0.000000,0.000000,0.000000,0.000000,0.161365,0.161369,0.033319,0.032942,0.337744,0.000000,0.129519,0.015889,0.125246,0.329923,0.326987,0.000000,0.000000,0.017420,0.000000,0.218950,0.241130,0.051526,0.058700,0.038343,0.028903,0.208637,0.285349,0.095423,0.059435,0.119501,0.164120,0.106564,0.100458,0.010000,0.011543,0.033914,0.038489,0.000028]
[4.115535,2.761738,-0.009048,0.014506,0.014553,0.081061,0.000000,0.000000,0.024404,0.060560,0.063432,0.000000,0.000000,0.040462,0.040353,0.045891,0.087129,0.000000,0.000000,0.000000,0.000000,0.162115,0.162119,0.033592,0.033216,0.345391,0.000000,0.129909,0.015968,0.124532,0.337573,0.335050,0.000000,0.000000,0.017041,0.000000,0.216240,0.237572,0.052394,0.059786,0.037741,0.028370,0.213636,0.291797,0.098753,0.060048,0.121271,0.164741,0.107388,0.101119,0.010078,0.011634,0.033895,0.038439,0.000020]
[4.125813,2.818085,-0.062233,0.015178,0.015218,0.080701,0.000000,0.000000,0.024390,0.060667,0.063468,0.000000,0.000000,0.038383,0.038276,0.045818,0.087241,0.000000,0.000000,0.000000,0.000000,0.163048,0.163051,0.034159,0.033783,0.323371,0.000000,0.129973,0.016077,0.124008,0.333667,0.330638,0.000000,0.000000,0.016731,0.000000,0.215023,0.236075,0.052872,0.060346,0.037229,0.027931,0.208410,0.264278,0.100102,0.060433,0.124473,0.166720,0.107948,0.101621,0.010130,0.011694,0.033866,0.038397,0.000026]
[4.134696,2.920857,-0.125473,0.015813,0.015852,0.080407,0.000000,0.000000,0.024406,0.060771,0.063540,0.000000,0.000000,0.037325,0.037219,0.045955,0.087077,0.000000,0.000000,0.000000,0.000000,0.164533,0.164536,0.034350,0.033966,0.313042,0.000000,0.129962,0.016250,0.123710,0.317647,0.314574,0.000000,0.000000,0.016503,0.000000,0.214524,0.235486,0.053093,0.060597,0.036840,0.027756,0.195919,0.255773,0.100454,0.060555,0.126578,0.169757,0.108345,0.102017,0.010157,0.011723,0.033846,0.038382,0.000038]
[4.147065,3.003947,-0.169731,0.016315,0.016353,0.080137,0.000000,0.000000,0.024390,0.060833,0.063528,0.000000,0.000000,0.035538,0.035434,0.046171,0.086891,0.000000,0.000000,0.000000,0.000000,0.165524,0.165527,0.034832,0.034444,0.313498,0.000000,0.130426,0.016456,0.123616,0.315207,0.311806,0.000000,0.000000,0.016257,0.000000,0.214025,0.234963,0.053387,0.060926,0.036434,0.027457,0.196463,0.263531,0.100830,0.060792,0.127277,0.170595,0.108868,0.102498,0.010190,0.011764,0.033785,0.038311,0.000050]
[4.144187,3.062056,-0.161201,0.017240,0.017285,0.079857,0.000000,0.000000,0.024475,0.061043,0.063683,0.000000,0.000000,0.036880,0.036777,0.047091,0.086044,0.000000,0.000000,0.000000,0.000000,0.165723,0.165725,0.034941,0.034540,0.310513,0.000000,0.130351,0.016750,0.123341,0.313572,0.310184,0.000000,0.000000,0.016093,0.000000,0.213376,0.234568,0.053923,0.061553,0.036220,0.027806,0.195498,0.260424,0.101339,0.061312,0.128123,0.174378,0.108994,0.102743,0.010269,0.011871,0.033880,0.038418,0.000048]
